text,label
Air 22. Changement pique l'appétit.,8
Il fait marcher le gramophone.,8
AIR. Ah ! Que le Faubourg Saint-Jacques.,8
Au parterre.,12
Elle poursuit.,3
Ici est bandé Issac.,0
À don Carlos.,12
"Le théâtre représente une grotte obscure, défendue par un géant couché à l'entrée de la grotte.",11
AIR. Si ma Philis vient en vendanges.,8
La salle représente un salon du théâtre où l'on représentait les pièces de Molière ; une toile est dans le fond qui couvre le Parnasse où sont Apollon et les Muses.,11
AIR. ( Du Cap de Bonne Espérance. ),8
Voyant Monsieur Florimon.,0
À Émilie.,12
Alors Dieu invitera Adam à s'approcher et lui parlera en appuyant sur chaque mot :,7
LES COMMANDEMENTS DE VÉNUS.,8
Henriquez donne les cartes.,10
"Il quitte l'escabeau et vient s'agenouiller sur les dalles, le front touchant le sol. Puis, se redressant un peu :",11
À Bartholo.,12
Levant les mains au Ciel.,0
Air : Mon petit doigt me l'a dit.,8
Le Chevalier sort du cabinet,5
Géronte entre.,4
Donnant un petit paquet à Grand-Pierre.,10
À Amarante.,12
Il lui donne des coups de pieds et de poing.,1
À la princesse.,12
Elle prend les flacons couleur de rose.,10
Don Lope s'en va.,5
"Le théâtre change ; Phanor parait dans le fond, assis sur un trône ; son visage a repris ses premiers traits.)",11
Le monstre paraît.,4
"Arlequin répond quelque temps sans paraître, et donne, dans l'intérieur de sa maison, des ordres extravagants : enfin, il entre sur la scène. Cinthio lui demande deux chambres voisines l'une de l'autre, pour lui et pour Colombine, qu'il fait passer pour sa soeur. Arlequin a quelques soupçons sur cette parenté, et le témoigne par des questions plaisantes ; enfin, il appelle sa servante : c'est Isabelle sous le nom de Claudine.",9
Il les lit.,0
À Lisandre.,12
"Clitandre prouve donc à Cidalise, qui d'abord lui demande pardon, et qui ensuite se fâche très vivement, qu'elle aurait beaucoup mieux fait de ne lui avoir pas montré de doutes. C'est en vain qu'elle lui dit qu'une plaisanterie si simple ne devrait pas avoir des suites si sérieuses. Soit qu'il en soit réellement piqué, ou qu'il la prenne pour prétexte, il est certain qu'il s'en venge. Toutes réflexions faites pourtant, il fallait bien que de façon ou d'autre cela finît, et qu'elle eût à se plaindre de lui autant que vraisemblablement elle s'en flattait.",9
AIR : Du Vaudeville de Tome-Jones.,8
Il parle à quelqu'un des siens.,12
"Puis s'avançant à Oronte, sans témoigner que les mots d'Olympe eussent porté dans son esprit.",7
Air : Le premier jour de mai,8
"Air : Depuis, que je sais que la bonté ;",8
"Air À boire, à boire, à boire ! Nous quitterons nous etc.",8
Elle fait quelques pas pour s'en aller.,7
Elle veut rentrer dans l'auberge.,5
Air : J'ai vu partout mes voyages.,8
L'octave de haut en bas très vite.,3
Au Garçon.,12
Vers d'Alcandre à Circeine.,8
Puis se tournant de l'autre côté sans que Dorame l'entende.,12
"les prisonniers s'avancent lentement par groupes séparés, les étudiants avec les étudiants, bourgeois et marchands ensemble, le soldat seul. Les vieux semblent accablés de fatigue et de douleur. Pendant toute cette scène et les deux qui suivent, on continue d'entendre par moments les fanfares et les chants de la salle voisine.",9
Elle l'embrasse.,6
"Air 86 Je fuis un bon Soldat : Ti , ta, ta !",8
AIR. Que le mal de dents.,8
À Tiridate.,12
Alidor s'en va et Angélique continue.,5
Il le lui donne.,10
"Au milieu du récit de Roustecagnac, Claudine est entrée, apportant de l'eau chaude, et s'est arrêtée à écouter.",4
Air : J'avais cent francs.,8
AIR : Lise demande son portrait.,8
À Isménie.,12
Fédéric lit le billet.,0
SCÈNE V.,8
Lui tirant le bras.,6
Air: Cela m'en bien dur.,8
Ouvrant son Livre.,0
Les lutins veulent rebrousser et reporter Léandre dans l'Île Noire.,6
"À Molière, qui veut le reconduire.",12
Soudain au fond on voit la portière s'entr'ouvrir pour laisser passer l'O rond de la bouche de Pierrot et l'on entend roucouler : Coucou! Rires étouffés et frémissements de Colombinette. Dernier baiser. Dernier mon pauv'chat. Dernier courage ! Puis encore un gros baiser sur le front de ce pauv'chat.,9
Moron chante.,3
Air : Vers le temple de l'hymen.,8
À sa Suite.,12
Chez le marquis Cibo.,11
Il montre une férule.,0
"AIR. Où courez-vous, Monsieur l'Abbé.",8
On entraîne Emirène.,6
Air : Ciel ! L'Univers !,8
Air 136 : L'autre nuit j'aperçus en songe.,8
Léandre et Arlequin entrent.,4
En lui baisant la main.,6
Le poussant chez Angélique.,6
"AIR : Soeur Martine, soeur Martine.",8
Il met l'épée à la main.,0
Il frappe à une auberge.,0
Toutes les battent.,1
Il prend tout.,10
Ce qu'elle dit regarde les charbons ardents qu'elle avala depuis.,0
Palmire sort.,5
À Hipolyte.,8
Entrée de la Suissesse seule.,4
À Salmonée.,12
Balbutiant.,3
Tous sortent moins la Reine et Ondine.,5
"Pendant que Mademoiselle de Tervire embrasse avec transport Dursan, sa femme et leur fils.",6
À Robespierre et Danton.,12
"Le jour commence. Au lever de la toile, mademoiselle de Kerkabon, une guirlande à la main, parcourt différents groupes de villageois et villageoises, occupés, les uns à remplir des corbeilles de fleurs, à faire des bouquets, des guirlandes ; les autres à parer un berceau placé à droite, vers l'avant-scène et sous lequel l'aimable Kerkabon se dispose à célébrer la fête de son amie, ( Mademoiselle de Saint-Yves ); elle observe le lever du soleil, dont les rayons commencent à dorer l'horizon ; elle porte à différentes fois ses regards sur la maison de son amie, qu'elle craint de voir paraître trop tôt, et presse le travail des ouvriers ; elle attache vivement sa guirlande au berceau, dessine quelques pas, en le considérant avec satisfaction, et se place dessous un moment, pour voir si la couronne de fleurs suspendue au sommet tombera bien directement sur la tête de l'objet chéri auquel on la destine. Les villageois profitent de cette occasion, pour offrir à leur jeune maîtresse le tribut de leur reconnaissance. Ils abandonnent un moment leur ouvrage, et se groupent avec empressement, au pied et l'entour du berceau.",9
Air : De Frosine.,8
Il lui tend la main.,6
Air : Trouver le bonheur en famille.,8
Elle se coiffe.,10
"Il sort, précédé du député que les soldats emmènent.",5
Elle le serre tendrement dans ses bras.,7
À son capitaine des gardes.,12
Air : Le jour de l'an de grand matin.,8
"Le Marquis est en frac fort simple. Lépine et les Laquais ont des habits gris galonnés en argent, et des chapeaux avec des plumets blancs.",10
Argentine s'en saisit.,10
À Silène.,12
Il tire l'épée.,1
Entrée des jeunes habitants des montagnes et ballet avec les jeunes filles que l'hymen leur destine.,4
Il se retourne pour rire.,3
Air : Il faut quand l'Amour nous presse.,8
Il sort suivi du Juge d'Instruction.,5
Elle le quitte.,5
Air : Que chacun de nous se livre.,8
Air. A sa voisine.,8
Il ôte son emplâtre.,10
Elle donne à Proetus les tablettes de Béllérophon.,10
Iole sort.,5
Il l'aperçoit.,0
Elle pousse la porte de l'armoire qui se referme.,0
À la Chanteuse.,12
TORISIÈME COUPLET.,8
À Jacques qui entre.,12
AIR. Tous les matins dans nos forêts.,8
SEXTUOR.,8
Ils échangent un regard hostile.,0
Thécla paraît au fond du théâtre avec Élise.,4
À part en s'en allant.,2
Longueville va se placer entre Madame de Saint-Pol et Molière.,7
À Erimène.,12
"Ici des claquements de fesses universels se font entendre de tous les culs, qui se portent en avant des banquettes et des loges. Un seul de ces gros sifflets, au bord de l'amphithéâtre, s'avise de vouloir parler en sens contraire pour faire tomber la pièce ; mais il ne fait tomber que des coups d'étrivières, et reçoit la bascule, au point qu'il est obligé de tirer à boulets ramés sur le parterre pour éloigner les flagellants.",9
"Bradamante se retire pour reprendre haleine, et Roger en fait de même.",5
"Le théâtre représente les portiques d'un temple, des tours sur les côtés, des cyprès sur le devant.",11
Air 22 : Le Fameux Diogène.,8
Après avoir lu.,0
"On entend toc, toc!",0
À Mantricidus.,12
"Il pousse un sanglot, tire un grand mouchoir noir dont il s'essuie les yeux, puis il le porte à son nez et se mouche bruyamment en imitant à s'y m'éprendre le hennissements des étalons. Une jument qui passe lui répond par un autre hennissement. Toute la noce est stupéfaite. Pierrot avec un geste large à tous :",9
Avec un cri.,3
Ils s'en vont.,3
À Monsieur du Cap-Vert.,12
Ce personnage doit être représenté par l'acteur le plus épais et le plus robuste.,10
AIR : De la Baronne.,8
La Diane l'interrompt.,3
Il met encore un rouleau de vingt-cinq louis sur la table.,10
"La noce entre. La Comtesse, le Marquis, etc. s'assoient sur un banc à un côté du Théâtre ; et pendant que les violons jouent la Marche, tous les gens de la noce, deux à deux, font la révérence à la Comtesse en passant devant elle, et se vont ranger au fond du théâtre.",9
"Le Simple donne une tasse au Grand Turc, et Derval sert le grand Mogol.",10
Au Semainier.,12
Il lui présente les Défenses de l'Empereur.,0
Se donnant de petits coups sur la fesse.,1
Montrant Monsieur Carondas.,0
Un nuage épais l'environne.,9
Montrant son masque.,0
Cybèle montrant à Atys Sangaride morte.,0
À la Prêtresse.,12
À Valère.,12
Tous les gardes sortent.,5
Il se jette aux genoux de Tamerlan.,0
Ils entrent chez Géronte.,5
La chambre de Lorenzo.,11
"On jette une flèche des remparts, avec une lettre attachée.",10
Tirant la montre.,10
En montrant Lisidas à Thersandre.,0
Ici Filemon rentre chez Léandre.,5
Il se remet à écrire.,0
Avec ardeur.,3
On frappe.,0
AIR : Je voudrais bien détaler.,8
Air : Le beau berger Tircis.,8
Elle s'asseoit.,0
Il lit une lettre.,0
"Tout le monde se lève ; des laquais enlèvent les sièges ; on se groupe et on cause, pendant que Ninon vient sur le devant de la scène.",0
"Ils cessent de le berner. Il se relève et prend la fuite, mais un des lutins court après lui et l'attrape à l'entrée de la coulisse, ou, pour mieux dire, on donne au lutin dans la coulisse un Arlequin empaillé qu'il emporte sur le haut d'un rocher. Pendant ce temps-là, d'autres lutins vont à Léandre et un deux lui dit :",9
Ils entrent tous deux comme continuant de se parler.,4
Lui montrant l'écrit de Narsès.,0
"Là, [la] Marquise qui se jette avec emportement sur Mademoiselle de Lesbosie, la baise longuement sur la bouche, lui darde cinq ou six fois sa langue entre les lèvres ; elle s'enflamme, n'y tient plus, renverse de nouveau Mademoiselle de Lesbosie sur l'ottomane, jette ses jupes par dessus sa tête. Elle se trouve nue jusqu'au dessus du nombril ; et la Marquise , après l'avoir couverte de baisers sur toutes les parties de son corps ; car elle la tourne et retourne, finit par la gamahucher, en se pâmant d'aise à son tour.",9
"Il est frappé de l'éclat du soleil, il porte la main à ses yeux ; il s'étonne de voir la mer, les arbres ; il fouille dans sa cage, en tire différents habillements, s'en accoutre grotesquement : il passe une chemise dans chacune de ses cuisses, la lie avec les manches ; plie ses bas en trois ou quatre, s'en fait des sandales qu'il lie avec ses jarretières ; met ses souliers comme des gants ; se saisit d'une grosse branche d'arbre, sur laquelle il s'appuie, et marche ainsi. Il s'approche de la Cabane d'Euphémon ; il se voit dans le miroir qui est attaché à la porte : à son aspect il reste interdit, et lui dit, qu'on l'aisse en r'pos; voyant que rien ne lui répond, il jette son bâton, ses souliers, s'avance vers son image, veut la saisir, jette le miroir à terre, et est fort étonné de ne plus rien voir. Un nid s'offre sous sa main, il s'en saisit, veut toucher aux petits, ils crient, cela lui fait peur, il laisse tomber le nid, et le menace du poing. Il se retourne, aperçoit le filet, s'en approche avec précipitation, y entre, en considère les mailles ; une botte d'herbes aromatiques est à terre, il s'en empare pour les manger ; ces racines qui n'étaient là que pour attirer les bêtes fauves, font en les remuant tomber le filet, et agiter une sonnette qui avertit Euphémon qu'il y a quelque chose de pris.",9
Menaçant Claudine.,1
Il ôte son casque.,10
Air : Ne v'là-t-il pas que j'aime ?,8
À Tyndare et Philocrate.,12
"À Saragosse. Une terrasse du palais d'Aragon. Au fond la rampe d'un escalier qui s'enfonce dans le jardin. A droite et à gauche deux portes donnant sur cette terrasse que ferme au fond du théâtre une balustrade surmontée de deux rangs d'arcades moresques, au-dessus et au travers desquelles on voit les jardins du palais, les jets d'eau dans l'ombre, les bosquets avec des lumières qui s'y promènent, et au fond les faîtes gothiques et arabes du palais illuminé. Il est nuit. On entend des fanfares éloignées. Des masques en domino, épars, isolés ou groupés, traversent çà et là la terrasse. Sur le devant du théâtre un groupe de jeunes seigneurs, leurs masques à la main, riant et causant à grand bruit.",11
On lui passe un chapeau.,10
"Frédégonde s'en va avec Léopolde, pour tirer Rodolfe de prison.",5
La palme couronne des Martyrs.,8
Giboulette entre à gauche.,5
À Monsieur de Montchesne.,12
Silence.,3
Air : Jeunes Amants.,8
"AIR. Du pain, de l'eau, elle vit.",8
À Dinoys.,12
Aux auditeurs.,12
À la Baronne.,12
À la bonne :,12
Il montre l'imprimeur.,0
"Arlequin, lui donnant les gants.",10
Aux conjurés.,12
Il se sauve.,7
On entend un bruit de symphonie.,8
Don Carlos sort.,5
"Le théâtre représente une salle magnifique, préparée pour donner le bal.",11
Aux burgraves.,12
En montrant Thécla.,0
À Agnès.,12
Alidor lit la lettre entre les mains d'Angélique.,0
La grande salle du palais.,11
AIR. De l'Amour tout subit les lois.,8
Elle sort lentement les yeux baissés.,5
À Polyclète.,12
La Scène est sur le Théâtre de la Comédie Française.,11
Elle revient près du chambellan.,7
Elle embrasse Madame Élisabeth.,6
Il lui prend un baiser.,6
Jarvis sort.,5
Il va pour se déshabiller.,10
À Valère qui veut sortir.,12
S'apercevant qu'Arlequin visite encore la corbeille.,0
Air : Mais demandez-moi pourquoi je reviens.,8
À lui même.,12
Apercevant les Comédies.,0
Air 2 : Quand je tiens de ce jeu d'Octobre.,8
Air de l'Omelette à la Follembuche,8
Air: Où s'en vont ces gais bergers?,8
Le Comte lit.,0
"Ils parlent tous deux en même temps, s'interrompent et confondent.",12
À Van Buck.,12
Air. Comme un coucou que l'Amour presse.,8
"AIR : Bouchez, Naïades.",8
À Madame Germain.,12
FIN DE LA TRADUCTION.,8
À Pénétrant.,12
"Le théâtre représente une mer et des rochers d'un côté, et de l'autre quelques arbres et des maisons.",11
Air : Laissez paître vos bêtes.,8
Il se frappe.,1
AIR. ( Le savant Diogenes. ),8
Apercevant Cressé.,0
À Miss Jackson.,12
Le Harangueur passe au travers du théâtre.,7
"AIR, Canon. Gros nez, gros nez.",8
Elle désigne le local avec son doigt.,0
Même Air que les deux Couplets précédents.,8
Elle tombe sur sa confidente.,0
Il rentre.,4
À Constante.,12
À Georgette.,12
III,8
Il en lit une autre.,0
Aux genoux de Rosalie.,0
VAUDEVILLE,8
AIR. Tu croyais en aimant Collette.,8
Thécla sort.,5
Il tâche encore de prendre la lettre.,10
Air De Lustucru.,8
Un long silence.,3
Ils sortent précipitamment.,5
Air : L'autre jour j'étais seulette.,8
Achevant de lire tout bas.,0
Entre un valet.,4
Il fredonne entre ses dents.,3
Il veut lui baiser les mains.,6
Elle s'appuie sur elle.,6
Il embrasse Marthon.,6
"Le Théâtre représente les Jardins de PLUTUS et de la JEUNESSE, désolés par les vents.",11
Jenneval se promène à grands pas.,7
"Le Mufti propose de donner le turban au Bourgeois, et chante les paroles qui suivent :",3
Il l'entraîne de nouveau.,6
Et puis voyant son mouchoir entre les mains d'Arlequin.,0
Mutius s'éloigne.,7
Damis sort.,5
Dubois sort.,5
Almaviva frappe du pied.,3
"Il tire son écritoire, du papier et une plume ; après quoi, il se met en posture d'écrire.",0
Gilles les emmène.,6
"Haut, reprenant sa lecture.",3
"L'acte s'ouvre par une mer agitée, Carrille, au milieu.",11
Air : Sais-tu la différence,8
À Don Louis.,12
"Air : En deux moitiés le ciel, dit-on.",8
"Pyrrha, éveillée aux cris d'Apollon, se lève brusquement et voit son mari. Le mari regarde sa femme, comme un homme en extase. L'étonnement de la femme n'est pas moindre. La surprise réciproque donne lieu à une scène muette et comique.",0
"À Crésus, en lui donnant ses clefs.",12
À Licinius.,12
AIR. De l'amour tout subit les lois. Du ballet des Sens.,8
Air 195. Parodie d'Armide.,8
"Pendant le dialogue de Dercour et d'Éléonore, Henri et Perrine se sont ôtés du milieu, et vont à la droite ; Jeannette et Mascarille sont à la gauche.",11
Air. Grimaudin.,8
Aux deux Maîtres.,12
AIR : Mon cheval qui galopait encore.,8
Il regarde la bouteille qui n'est qu'à moitié.,0
Au Breton.,12
Air : Tout est charmant chez Aspasie.,8
Et en s'écriant.,3
Regardant avec stupeur alternativement sa main vide et le public.,0
"AIR : Ton humeur est, Catherine.",8
Agis et Lysander sortent.,5
"Puis, s'adressant à Madame Argante.",12
Air. Ici je fonde une Abbaye.,8
À Jean Bonnin.,12
Il sort avec le marquis et sa fille ; Lisette rentre en même temps.,5
Les présentant l'un à l'autre.,0
Pause.,3
"DÉCORATION DU PREMIER ACTE. L'AURORE. Vaste terrain, inégal, bords d'arbres de l'Amérique. À droite, sur levant-Scène, tronc d'arbre qui supporte un trophée d'arcs, de flèches et de casse-têtes. À gauche vis-à-vis, fontaine jaillissante d'un rocher, où sont suspendus des rames, des calumets et des coquillages. Au centre, pierre triangulaire, haute de deux pieds. Dans le fonds, montagne à gauche, vaste horizon à droite. Le village de Chérokis, situé au pied de la montagne s'élève de gauche à droite. Calumet de guerre, rouge orné de plumes noires.",11
Mathurin sort.,5
Elle va regarder à la fenêtre et revient.,0
À Jacinte.,12
Air 50 : J'ai fait souvent résonner ma musette.,8
À Démocrite.,12
Reprise de l'ensemble.,3
Les matelots vont boire des eaux du fleuve pendant son récit.,0
Même jeu.,0
"Au milieu de la réjouissance générale la Bergère, Iris, ne peut s'empêcher de se plaindre de la passion dont elle est touchée, et de porter envie à l'insensibilité des Rochers qu'elle voit dans la Grotte de Versailles.",9
Le Capitan seul.,2
Aux Druides qui l'ont amené.,12
"Le Théâtre représente la chambre de l'Abbé Dursaint. On voit dans le fond une porte vitrée ; sur le devant du Théâtre est une table à tiroir, sur laquelle sont quelques livres, quelques papiers et une écritoire. L'action se passe sur les deux heures après-midi.",11
Thérèse l'embrasse.,6
Revenant sur le devant de la scène.,11
Apercevant la sonnette.,0
Il se revêt de l'habit du Comte.,10
La place de Varsovie.,11
À Circé.,12
Elle va à la table où Liou-li a laissé le livre qu'elle lisait au lever du rideau.,7
Retenant Agrippa.,6
"Un troisième Dumas [Adolphe] traverse la chaussée. Il reconnaît dans la voiture le père et le fils, et, désirant faire route en leur compagnie, il dit au cocher d'arrêter. Mais le cocher lui répond qu'il n'y a de place que pour deux. Adolphe Dumas soupire et reste sur le pavé. Tableau.",9
Marton sort du théâtre.,5
REFRAIN.,8
Maurice cherche des yeux.,0
Elles sortent avec Ismène.,5
S'apprêtant à sortir du sac.,5
"Pendant ce Couplet, Colombine passe sa robe dans les bras de Léandre, et Isabelle l'aide.",10
"À Poquelin, prenant un grand parti.",12
Il lit la fin de la lettre.,0
Feignant de s'en aller.,7
Il lit des yeux.,0
"Diane et Flore viennent avec leurs nymphes seconder les soins de Vertumne. On voit naître de nouveaux berceaux, des termes et des statues qui embellissent les Jardins.",4
La scène est dans l'anti-chambre du vicomte de Guermont.,11
Les autres parties du corps tombent par la cheminée.,0
"Polichinelle, dans la nuit, vient pour donner une sérénade à sa maîtresse. Il est interrompu d'abord par des violons, contre lesquels il se met en colère, et ensuite par le Guet, composé de musiciens et de danseurs.",4
Air 36. Perrette étant dessus l'herbette.,8
Air : Ah ! Quelle aventure !,8
Orgon embrasse Clarice.,6
"Paraissant en noir, avec des pleureuses.",4
Entrée des Acteurs et des Actrices qui viennent saluer Thalie.,4
À Monsieur Dortigni.,12
Il va lui-même à un de ses gens.,7
Air : Ces forbans d'Angleterre.,8
On tire le rideau devant la chambre.,11
** Marguerite suit tous les mouvements de Munius pour l'empêcher d'ôter la montre de la poche de l'habit.,0
Parlant à Athénaïs.,12
"L'officier Français, suivi d'une partie de sa troupe et quelques villageois, encore armés, ramènent le neveu triomphant. À sa vue, Mademoiselle de Saint-Yves reprend toutes ses forces ; il approche, les deux femmes courent ensemble embrasser le vainqueur ; il est au comble de la joie, et fait hommage à sa maitresse d'un drapeau qu'il a enlevé lui-même à l'ennemi.",9
Air : Croyez-vous qu'Amour m'attrape.,8
"On bande les yeux a Pierrot et Don Juan enlève Fanchon. Arlequin ôte le bandeau des yeux de Pierrot qui est fort affligé de ne plus trouver sa femme, Arlequin enlève a son tour Pierrot sur son dos et le prologue finit.",9
Au Précepteur.,12
À Madame Béverlei.,12
"Et tout haut, il crie :",3
Ils rentrent.,4
Il lui ôte sa Brandebourg.,10
"Les Nymphes, les Bergers et les Bergères reprennent leurs places.",11
Le peuple animé par les prêtres.,0
Elles s'en vont avec Lyzidor.,5
Les valets saisissent Léandre.,6
Lesbin sort.,5
bis. [les deux vers],8
"Le théâtre représente, la campagne du côté de l'Observatoire que l'on voit dans le fond.",11
Deux diables paraissent.,4
Parlant à Don Diègue.,12
Au Parterre.,12
Lamblin remonte.,7
On frappe à la porte de Damis.,0
"Lancy avec sa fille, Hilaire avec sa femme, forment sur le devant de la scène un tableau muet et touchant. Les soldats les portent sur les bras. Ils sont immobiles de saisissement. Après un repos.",9
Air : Turelurelure flon flon.,8
À Saint-Castin et à Zika.,12
Monsieur Dubois fils embrasse tout le monde.,6
Le théâtre représente un Temple rustique que les Bergers ont élevé pour Diane ; et qui n'est pas encore consacré.,11
"Le théâtre change, et représente le palais de la sage fée Logistille.",11
En montrant Julie.,0
SEXTUOR chanté par les Argonautes et accompagné de la lyre d'Orphée.,8
"Air : Ça du vin, mettons-nous en train.",8
Elle s'éloigne ostensiblement.,7
Montrant le placet.,0
"Le théâtre représente, à gauche, la colonnade extérieure du palais ; à droite, on voit un jardin orné de statues. Au fond, des portiques laissent appercevoir la mer, dans l'intervalle des colonnes ; et derrière le portique, à droite, s'élève un ancien temple de Neptune, bâti sur les rochers qui bordent le rivage.",11
AIR 79. (Faites boire à triple mesure.),8
MADRIGAL EN VERS PRÉCIEUX.,8
AIR : Lere la.,8
"AIR 59 : Aux armes, Camarades.",8
Il t'embrasse.,6
Il tire un petit livre de sa poche.,10
Rentre Perdican.,4
COUPLET,8
Le théâtre représente une forêt.,11
Le roi est amené par des sans-culottes armés.,7
À Godemichi.,12
À Ulric.,12
À Don Juan.,12
"Tandis que la bague produit de prodigieux effets dans l'esprit de cette Sage Reine, qui par un prompt changement accuse la paresse de Ritiger à répondre à son Amour, étant même prête de renoncer a son État, si il pouvait lui disputer le contentement qu'elle espérait en la possession d'un si grand Prince. Et comme elle passe jusques à l'extrémité, l'artifice de Ritiger se découvre par la chute de cet anneau. Ce qui oblige cette Grande Reine à conspirer sa perte.",9
Air : Comme vla qu'est fait.,8
AIR : Du Vaudeville du Roi et le Fermier.,8
À Monsieur Grimaudin.,12
À l'Israélite.,12
Il jette ses tablettes.,10
Il s'éloigne toujours.,7
Quand elles sont parties.,5
Il court embrasser Oreste.,6
Elle voit Clitandre et Damis.,0
