text,label
"Octave témoigne au Docteur la joie qu'il avait d'entrer dans sa famille : le Docteur l'en remercie ; mais en même temps il a peur que sa fille Isabelle n'ait point de goût pour le mariage ; et il montre ce couplet, sur l'air : « Tu croyais en aimant Colette ».",9
"Aux prêtres, en leur présentant la coupe.",12
"Air Italien, chanté par un Indien qui a conduit l'Amour et la Jeunesse.",8
Il cherche sous tous les meubles.,0
Air : Enivré du brillant poste.,8
"On apporte un drapeau tricolore et des rouleaux de papiers républicains représentant des bonnets, des piques, des cocardes, faisceaux ou table des droits de l'homme, etc.",11
Elle tire un poignard de sa manche.,1
Il lit dans les tablettes.,0
Doligni va pour faire avancer son fils.,6
En montrant Diane.,0
À Staphyla.,12
"Bonhumain sort avec la Mère Bazu, le Chevalier et Tamarin.",5
I. COUPLET.,8
"Air, Allons à la Guinguette, allons.",8
Voyant que son oncle désapprouve.,0
À Clairance.,12
Se retournant du côté de la mer.,0
L'Églantine et la Marguerite retournent à leur place.,11
Parlant bas.,3
Il se fait un grand bruit en-dehors.,9
Ils sortent,5
À Émilie.,12
AIR : Je voudrais bien détaler.,8
Champagne s'en va.,5
Air : À l'envers.,8
Elle relit.,0
Air : Où s'en vont ces gais bergers.,8
Il lui donne ce qui sert d'appareil à la plaie.,10
Strophe III.,8
Il tire une bourse de sa poche.,10
À Amphitryon.,12
Elle ferme la porte du fond et prend la clef.,10
Il va pour sortir et voit rentrer Pierrette.,5
Embrassant sa fille.,6
Adélaïde sort.,5
Une voix chante avec un Luth.,3
Avec ardeur.,3
"Rentrée de Charpentier père ; il trouve la lettre, la lit et tombe mort.",9
Elle entraîne Angélique.,6
À Spengler.,12
Le Harangueur passe au travers du théâtre.,7
La Scène est dans la Prison.,11
Damis sort.,5
À Tiridate.,12
Air : Not' demoiselle a dit oui.,8
Il lui crie à l'oreille.,3
Air : Vaudeville des Veuves.,8
À mon ami Coquelin cadet.,12
AIR de Théniers.,8
L'Envie continue.,3
Sa figure s'illumine doucement.,3
Tombant aux genoux de Mathurin.,0
"Le théâtre représente un salon. Au fond, une porte. A droite, un cabinet. À gauche, en pendant, la fenêtre. Sur un guéridon, un souper préparé.",11
En montrant Léandre.,0
"Il lui donne un coup dans le dos, et un autre dans l'estomac.",1
"Pendant ces dernières répliques, Madame de Verneuil a organisé plusieurs jeux dans le fond. - La contredanse se fait entendre ; plusieurs cavaliers, prennent la main des dames et passent au salon. Guerland se perd dans un groupe.",9
Air : Mais demandez-moi pourquoi je reviens.,8
Il se met à rire aux éclats.,3
"Après un long silence, Mademoiselle_de_l_Espinasse sortit de sa rêverie et tira le docteur de la sienne par la question suivante :",3
"Une salle à manger, trois portes dont une, au fond, donnant sur l'escalier ; une à gauche, ouvrant sur la chambre de Théodore ; la troisième, à droite, ouvrant sur l'appartement de M. Couique. À droite, un buffet à deux corps, dont la partie supérieure est praticable. En face, à gauche, une cheminée dont le tablier est levé.",11
Air : Ces forbans d'Angleterre.,8
À Ninon.,12
"Il se relève et se frotte l'estomac, en faisant claquer sa langue, comme après un bon morceau. La noce s'avance enfin sur le trottoir. On monte dans les voitures. Seulement Pierrot qui a aperçu une voiture des Pompes funèbres là, stationnant, se précipite dedans.",9
Elle s'éloigne.,7
Éclats de rire.,3
Iole sort.,5
Il ôte les volets.,0
Les guerriers sortent.,5
Air. Menin qu'était plus fort.,8
Il aperçoit Madame de Valdaunaie.,0
"On reprend les couplets, et la pièce finit.",3
Appuyant.,6
"La scène représente l'appartement de Florville, aussi dénué que celui de Béverley, avec de vieux tableaux.",11
"Bradamante se retire pour reprendre haleine, et Roger en fait de même.",5
À Almeraddin.,12
Changeant de ton.,6
Remontant vers le fond en passant devant la table de droite.,11
À l'orfèvre.,12
Il lit dans un gros volume.,0
"AIR. Ah ! Morbleu, sambleu, Marion.",8
Il continue.,1
"Pendant cette scène, deux domestiques ont apporté une table essentiellement garnie de fruits et de laitage. Gilotin s'empresse d'y prendre place à côté de sa prétendue... On déjeune, tandis que les villageois se livrent au plaisir de la danse.",9
AIR : En revenant de la ville.,8
Entre Albert.,4
En le montrant de la main.,0
Air 189 : Plus inconstant que l'Onde et le Nuage.,8
À Pénétrant.,12
Ils se portent quelques bottes.,1
En se mirant.,0
"Le théâtre représente un cabinet d'étude, avec un bureau couvert de papiers.",11
Air 199. Lasson bredondaine.,8
À Céliante.,12
À l'Israélite.,12
Les dix statues de bronze qui servent de supports au berceau commencent à remuer.,0
Elle baise Eras.,6
CHANSON DE CLAUDINE.,8
Josépha sortant par le fond.,4
D'un ton plus bas :,3
"Le quatrième n'ayant heureusement chassé dans les bois, se présente avec un harpon en main, et après ses excuses faite, dit qu'il s'en va à la pêche.",9
AIR. Diablezot.,8
Elle parle au Geôlier.,12
La scène change de face.,11
"Noricus, Sunnon et les chefs de l'armée sortent.",5
Au petit Dulac.,12
Air : Biribi.,0
Au domestique qui entre.,12
À Colas.,12
Dubois l'habille de nuit.,10
Durant ce temps Clitandre et Élise sont assis sans parler.,0
Elle tourne le billet et l'examine.,0
À Monsieur du Cap-Vert.,12
Elle voit Clitandre et Damis.,0
Monsieur Tressant regarde avec attention Monsieur Frac.,0
Il s'approche.,7
À Mantricidus.,12
Il ouvre la porte.,0
Il le saisit par le bras.,6
"On entend sonner, une fois, deux fois, trois fois, puis la sonnerie va [ca]rillonne sans s'arrêter.",0
"Air : Tu croyais, en aimant Colette.",8
"Air : Réveillez-vous, belle Endormie.",8
Deux écoliers passent.,4
Air 137 : Sommes nous pas trop heureux.,8
À la Veuve.,12
Il entre dans le logis.,5
Il entre.,5
VI,8
À Georgette.,12
Ce qu'elle dit regarde les charbons ardents qu'elle avala depuis.,0
Approchant de la table.,7
Il paraît environné des Gardes qui le doivent mener au supplice.,4
Aux Coujurés.,12
Elle rajuste sa coiffe devant le miroir.,10
"Entrent également Bogar, Saint-Ysles.",4
"COUPLETS ajoutés, sur l'air : Filles, qui cherchez à plaire.",8
À Piracmon.,12
À Zénobie.,12
SUR LE MIROIR D'ATALANTE. SONNET.,8
AIR. ( Je ne suis né ni Roi ni Prince. ),8
Elles sortent avec Ismène.,5
Elles se retirent.,5
Il la prend.,10
Chez le marquis Cibo.,11
On entend une musique champêtre dans le lointain.,8
Il lui donne des pièces d'or.,10
Elles se baisent.,6
Il rencontre Des Accents.,4
Aux siens.,12
Criant trés fort.,3
Ici on entend une symphonie.,8
Strophe VIII.,8
Air : Les yeux baissés par modestie. N° 5.,8
Gilles se rhabille.,10
Montrant Lucinde.,0
Air : Nous jouissons dans nos hameaux.,8
Deux bannis montent sur une plate-forme d'où l'on découvre la ville.,7
Elle va au piano.,11
OEnone sort.,5
Lorenzo parait au fond d'une galerie basse.,4
Ouvrant la lettre.,0
Air. Branle de Metz.,8
Le théâtre représente un bois consacré aux muses ; le Parnasse dans l'éloignement.,11
Air de la Magnotte.,8
Ils se quittent.,5
Deux moines arrivent.,4
Arlequin et Delphine se retirent.,5
Le Chevalier sort.,5
Première Entrée.,8
Il reconduit le Comte.,6
À Monsieur Griffet.,12
"Timante, Hortense et Marinette sortent.",5
AIR. Ah le bel oiseau Maman.,8
"À Madame Leblanc, en la conduisant au bord de la scène.",12
"AIR : Lise, entends-tu l'orage ?",8
Ils sortent du côté du Jardin.,5
Le Théâtre représente un lieu agréable sur les bords de la Seine.,11
Divertissement,8
Il porte la main à sa chaîne d'or.,10
Octave entre dans la maison.,5
Léonore sort.,5
"Madame Lépine, après avoir lu, et froidement.",0
Il se remet à écrire.,0
Criant tout bas.,3
Il avale le poison.,1
Air 6 : Menuet de Monsieur de Grandval.,8
À Eglé.,12
"Les Nymphes, les Bergers et les Bergères reprennent leurs places.",11
À Rodolphe.,12
"Elle crie, elle accouche.",3
À Oreste.,12
"Air : Fidèle époux, franc militaire.",8
Air : Du pas redoublé de l'infanterie.,8
Autres Romains en regardant le corps dont ils sont proches.,0
Il sanglote.,3
Elle ramassse le gigot qui est par terre.,10
Revenant poser la bûche sur la table.,10
Il la veut mettre entre les mains de Rodolphe.,10
Air : Au bord d'un ruisseau je file.,8
Il appelle comme un forcené :,3
Le bramine sort.,5
Avec élan.,3
Ariste se lève et va le prendre au collet.,0
Il fait apporter les fleurets et en donne un à Nicole.,10
"Le théâtre change, et représente une campagne, où une rivière forme une île agréable.",11
Tandis qu'ils lisent.,0
[À Valentin.],12
AIR. Que le mal de dents.,8
"Le théâtre représente, la campagne du côté de l'Observatoire que l'on voit dans le fond.",11
Il dit ces dernières paroles en pleurant de toutes ses forces.,3
Les Matelots se rembarquent.,5
"Le théâtre représente, à gauche, la colonnade extérieure du palais ; à droite, on voit un jardin orné de statues. Au fond, des portiques laissent appercevoir la mer, dans l'intervalle des colonnes ; et derrière le portique, à droite, s'élève un ancien temple de Neptune, bâti sur les rochers qui bordent le rivage.",11
Lui tirant le bras.,6
Montrant Zéila.,0
"Air : Pourvu que Colin, ah ! Voyez-vous.",8
Tous lèvent leur massue.,1
Il regarde le public d'un air irrité et commence sur un ton furieux.,0
Entre un autre messager.,4
"Là, [la] Marquise qui se jette avec emportement sur Mademoiselle de Lesbosie, la baise longuement sur la bouche, lui darde cinq ou six fois sa langue entre les lèvres ; elle s'enflamme, n'y tient plus, renverse de nouveau Mademoiselle de Lesbosie sur l'ottomane, jette ses jupes par dessus sa tête. Elle se trouve nue jusqu'au dessus du nombril ; et la Marquise , après l'avoir couverte de baisers sur toutes les parties de son corps ; car elle la tourne et retourne, finit par la gamahucher, en se pâmant d'aise à son tour.",9
Elle s'assoit à ses genoux.,0
Air 32 : Du haut eu bas. Rondeau.,8
En regardant la fiole.,0
AIR : un boulanger de Gonesse,8
"Le théâtre se change, et devient un Jardin délicieux.",11
Elle sort par le fond.,5
"Le Comte relit ce qu'il a écrit, et Pasquin lit la lettre.",0
Air 19 : Ne m'entendez-cous pas.,8
Il parle à Orosmane.,12
Embrassant Don Bernard.,6
Il recule.,7
Il remet sa casaque.,10
LETTRE DE MAXIME À JULIE.,8
À Tamerlan.,12
AIR : Ô Reguingué.,8
Au Parterre.,12
Judith paraît.,4
"À Saragosse. Une terrasse du palais d'Aragon. Au fond la rampe d'un escalier qui s'enfonce dans le jardin. A droite et à gauche deux portes donnant sur cette terrasse que ferme au fond du théâtre une balustrade surmontée de deux rangs d'arcades moresques, au-dessus et au travers desquelles on voit les jardins du palais, les jets d'eau dans l'ombre, les bosquets avec des lumières qui s'y promènent, et au fond les faîtes gothiques et arabes du palais illuminé. Il est nuit. On entend des fanfares éloignées. Des masques en domino, épars, isolés ou groupés, traversent çà et là la terrasse. Sur le devant du théâtre un groupe de jeunes seigneurs, leurs masques à la main, riant et causant à grand bruit.",11
Se reprenant encore.,10
"rBlaise entre, suivi d'Arlequin en guêtres et portant un paquet. Claudine entre d'un autre côté.",4
Assentiment général.,9
"Il se dirige vers le talus, et aperçoit Emile qui continue à dormir lourdement.",11
Il lève les yeux au Ciel.,0
Elle trouve un billet placé sous des rubans.,10
Il lit une lettre.,0
Il continue à jouer.,8
Almaviva frappe du pied.,3
Il lui fait sauter son chapeau.,1
À Williams.,12
À Lisette...,12
"Le théâtre représente une salle magnifique, préparée pour donner le bal.",11
En la baisant.,6
À Lycas.,12
Essayant de reprendre quelque calme.,3
On entend sonner.,0
"À Crésus, en lui donnant ses clefs.",12
"Le théâtre change, et représente le palais de la sage fée Logistille.",11
Coup de tonnerre.,9
Air du vaudeville des deux veuves.,8
Il va se rasseoir.,0
Hector lit.,0
AIR : ces filles sont si sottes,8
Air : J'offre ici mon savoir faire.,8
"Le théâtre représente l'intérieur d'un château fort ; sur le devant est une terrasse ; elle est entourée de grilles de fer, et cette terrasse est disposée de façon que Richard, lorsqu'il y est, ne peut voir le fond du théâtre, qui représente un fossé, revêtu extérieurement d'un parapet ; c'est sur la terrasse que paraît Richard, et c'est sur le parapet que Blondel est vu.",11
Apercevant Chicanneau.,0
Il parle à ses gardes.,12
Ils reprennent leur marche en inclinant vers la droite ; Marie se dégage et s'éloigne.,7
Pierrot et Colombine déshabillent Arlequin qui reste en chemise.,10
"Arlequin, lui donnant les gants.",10
Il montre ses enfants.,0
"Le théâtre change, et représente une solitude.",11
Il lui frappe sur l'épaule.,6
AIR. Bouchez. Naïades vos Fontaines.,8
Se précipitant le front contre terre.,0
À Messieurs le Marquis et l'abbé de Livry.,12
À Ménage qui paraît.,12
"Elle lui enlève son chapeau, la recoiffe et la rajuste.",10
"AIR : Vous me grondez, etc.",8
Violons.,8
Lui donnant deux pistoles.,10
Elle veut rentrer dans l'auberge.,5
Revenant à Marie.,12
Air : Vaudeville des Visitandines.,8
En la retenant.,6
La pesant.,10
Le roi est amené par des sans-culottes armés.,7
[À la Reine].,12
Il le lâche.,10
En prenant le billet.,10
Air : Tout est charmant chez Aspasie.,8
"Le théâtre change, et représente une place publique, au milieu de laquelle est un bûcher.",11
Air : Je jure par tes yeux.,8
Marthon sort.,5
Elle lui prend la pièce des mains.,10
À Guanhumara.,12
Pendant cette scène Lucile erre dans le fond du théâtre.,7
Il va pour mettre le feu au charbon. On frappe.,0
"Pendant le dialogue de Dercour et d'Éléonore, Henri et Perrine se sont ôtés du milieu, et vont à la droite ; Jeannette et Mascarille sont à la gauche.",11
Juliette reparaît encore.,4
AIR. ( Du Cap de Bonne Espérance. ),8
La Comtesse et Luville éclatent de rire.,3
Au parterre.,12
"Le théâtre, change et représente les jardins de Cérès.",11
Monsieur Dubois se lève.,0
À un officier.,12
Il court embrasser Oreste.,6
Nicandre continue.,3
Ici est bandé Issac.,0
Avec impatience.,3
"Frédégonde s'en va avec Léopolde, pour tirer Rodolfe de prison.",5
Il les sépare.,7
Il montre le doigt index de sa main gauche.,0
Marche des Personnes de la Noce.,8
"Air : tampons, tampons.",8
À Xénoclès.,12
Les violons préludent.,8
Air : L'autre jour j'étais seulette.,8
"Entre Justin, une pratique de petite ville ; il est inquiet et goguenard à la fois ; il tient de la main droite une valise et une queue de billard ; de la main gauche un bouquet.",4
Il montre le pistolet.,1
Levant les mains au Ciel.,0
Ils échangent un regard hostile.,0
Les choeurs répètent ces deux derniers vers.,3
Elle aperçoit Mainfroi.,0
À Castel.,12
Le théâtre représente un des carrefours de la Foire.,11
Médée s'enfuit voyant Thésée reconnu par son père.,5
"Alors il se doit faire un grand cri par ceux qui représenteront les soldats et le peuple, donc l'un parlera.",3
À Gusmand.,12
"Philippin paraît avec un pourpoint d'une façon, un haut-de-chausse de l'autre, un canon à une jambe, et tout ce qui peut rendre ridicule une personne habillée de deux habits si différents.",10
Cascaret sort.,5
"Daphné présente au sacrificateur l'épousée, et un des fleuves le marié.",0
Il lui met dans la main une somme de sept francs cinquante.,10
À Alis.,12
Arrangeant les dames.,10
Il se veut tuer.,1
Ils s'assoient l'un près de l'autre.,0
On prélude.,3
Madame Varseuil sort.,5
Regardant le portrait.,0
Il va lui-même à un de ses gens.,7
Il prend le chapeau de Valbrun.,10
Le temple est fermé.,10
À Sylviane.,12
"Tandis que Momus dit ces paroles, Daphné avec ses compagnes, par une curiosité de jeunes filles, avance un peu la tête sur le théâtre, et fait quelques pas dans la scène pour voir ces deux étrangers. Apollon la voit un moment ; aussitôt l'Amour, qui est demeuré dans l'air, fait son coup, et Daphné avec sa troupe s'enfuit encore une fois.",9
Pause.,3
Ils font entrer les femmes.,5
Air : Que chacun de nous se livre.,8
Elle s'écarte.,7
Il va pour se déshabiller.,10
Il sort avec Rodolphe.,5
Il lui envoie un coup sur la tête avec ta potence.,1
Persac lui donne un écu.,10
L'ombre de Geneviève à Sifroy.,8
"Le théâtre représente un des endroits solitaires de Venise, aux extrémités de la ville.",11
Air : Vaudeville d'Abuzard.,8
Il le lève avec fureur.,0
Il se frotte les yeux.,6
Air : Est-il de plus douces odeurs.,8
Il montre l'imprimeur.,0
Il s'approche comme malgré lui.,7
À Agnès.,12
Elle le regarde avec attention.,0
Apercevant Villebrequin.,0
"Air : Ton humeur est, Catherine.",8
On entend derrière le Théâtre un bruit de tambour.,9
Elle regarde à sa montre.,0
Entrée des Acteurs et des Actrices qui viennent saluer Thalie.,4
Le Président reste derrière.,11
"Les masques entrent, qui occupent toute la place.",4
Elle va aussi pour l'embrasser.,6
AIR À DANSER.,8
"Au milieu de la réjouissance générale la Bergère, Iris, ne peut s'empêcher de se plaindre de la passion dont elle est touchée, et de porter envie à l'insensibilité des Rochers qu'elle voit dans la Grotte de Versailles.",9
Tirant le double louis qu'il a reçu d'elle.,10
Orgon embrasse Clarice.,6
Maurice cherche des yeux.,0
Parlant à Don Diègue.,12
Elle prend les flacons couleur de rose.,10
Il lui montre le portrait de Niquée.,0
vers Isabelle.,12
Agis s'en va.,5
Il montre son frère.,0
Air : Laissez paître vos bêtes.,8
Elle se remet à peindre.,0
On entend une cloche.,0
Feignant de reprendre sur la lettre.,10
Second couplet.,8
Tous s'agenouillent ; les ouvriers s'agenouillent aussi autour de lui.,0
"Apparition, à la porte d'entrée, de Jeannot en costume de marchand d'herbes.",4
Air Noté N° II.,8
"Air : En deux moitiés, dit-on le sort.",8
Le Théâtre représente un salon.,11
"Air : Sur vos pas, vos appas.",8
Elle désigne le local avec son doigt.,0
Air : Tout parle amour.,8
Air Noté n°3.,8
À Don César.,12
On entend un bruit de hautbois et de musettes.,8
"Air de la Pie voleuse, arrangé par Monsieur Hus-Desforges.",8
Il rentre dans la caverne.,5
Air : Monsieur de la Palisse est mort,8
Feuilletant des lettres et des papiers.,0
Elle ajoute :,3
AIR. Refrain.,8
À demi-voix et sans être entendue de Julie.,3
"Lancy avec sa fille, Hilaire avec sa femme, forment sur le devant de la scène un tableau muet et touchant. Les soldats les portent sur les bras. Ils sont immobiles de saisissement. Après un repos.",9
"Rentre Teissier par la porte de gauche, Blanche derrière lui.",4
"Site affreux, campagne inculte, rochers. déserts.",11
À Arétaphile.,12
Elle le pousse.,6
Il menace Clabaud du doigt.,1
À la Baronne.,12
III,8
Don Carlos sort.,5
"L'intérieur d'une boutique de marchand tapissier. Meubles, sièges, étoffes, çà et là. Au fond, à côté d'un escalier qui donne accès à l'étage supérieur, grand vitrage et porte d'entrée sur la rue. Portes latérales, deux à gauche, une à droite.",11
À Du Rimet.,12
À Blépharon.,12
À soi-même.,12
La salle représente un salon du théâtre où l'on représentait les pièces de Molière ; une toile est dans le fond qui couvre le Parnasse où sont Apollon et les Muses.,11
"Mademoiselle de L'Espinasse et le docteur gardent le silence pendant quelque temps, ensuite Mademoiselle de L'Espinasse dit à voix basse :",3
Air : Je mentirai toute ma vie.,8
Entrée de la Suissesse seule.,4
Il tire l'épée.,1
AIR : Quel désespoir.,8
AIR. ( Je n'en veux pas davantage. ),8
Il sort avec Narbanor.,5
Se passionnant.,3
Il sort avec l'autre geôlier.,12
Il regarde sa Statue.,0
Regardant la compagnie.,0
"Il s'en va très vite. Julien, après avoir pris l'écu et remercié de la tête, sort aussi sans rien dire.",5
"Quand il est à son bureau, il dit.",11
On se relève.,0
Elle ôte sa coiffure et lui met celle de dentelles.,10
Reprenant sa lettre.,0
Air: Cela m'en bien dur.,8
Il lui rend celui qu'il tient.,10
Menaçant Claudine.,1
Air : De mon Berger Volage.,8
Aux Hurons.,12
Après avoir vu.,0
Coup de cymbales à l'orchestre.,8
S'adressant à Oronte.,12
Au Sergent.,12
Molière et Laforest rient.,3
À lui-même.,12
À Conine.,12
On tire les rideaux de la prison.,11
En les touchant de sa marotte.,6
Montrant Eugène.,0
Les Gardes sortent.,5
Le Théâtre représente une salle basse de la maison de madame Beaupré.,11
"Elle se retire au fond du théâtre et monte les degrés du promenoir. Entre par la galerie à droite une troupe d'esclaves enchaînés, quelques-uns ferrés deux à deux, et portant à la main des instruments de travail, pioches, pics, marteaux, etc. Guanhumara, appuyée à l'un des piliers du promenoir, les regarde d'un air pensif. Aux vêtements souillés et déchirés des prisonniers, on distingue encore leurs anciennes professions.",9
"Le théâtre représente un bocage et un berceau, avec un banc de gazon : on voit, dans le lointain, des campagnes et des cabanes.",11
"Air : Hélas, Maman, pardonnez, je vous prie.",8
"Et tout haut, il crie :",3
"II. MENUET dansé par Mlles Jouvenot, La Motte et Legrand.",8
Il montre son papier.,0
Il parle à une suivante de la Duchesse.,12
AIR. À l'ombre de ce verd boccage.,8
Reprenant plaisamment.,3
Ils sont quelque temps sans se parler.,3
À quatre sujets principaux de la Tragédie.,12
"Il est touché plusieurs fois de suite, et se plaint de ce que son rival tire toujours du côté opposé à sa parade, ils changent de place ; même affront. Gilotin se lasse des bottes simples, et veut tirer à toutes feintes : il est encore plus maltraité ; enfin, profitant d'un moment où le jeune Kerkabon veut bien le ménager, il s'enhardit, pousse botte sur botte, avec obstination, se démène le corps et les bras.... On entend un grand roulement de tambour ; le faux brave, tremblant de tout son corps, abandonne le fleuret, et court se cacher entre les deux femmes.",9
AIR : On dit que le mariage.,8
AIR. Je ne sais pas écrire.,8
AIR Des triolets.,8
La fée lui donne le flacon.,10
AIR. Il m'est avis que l'on me foure.,8
Tous se lèvent.,0
Sortent Tony et Commercy.,5
AIR : La béquille du p7re Barnaba.,8
Il crie de toute sa force.,3
Il reprend.,0
"Il signe, ainsi que Nicolas et Fanchette. Six jeunes filles apportent un bouquet et un guirlande. Fanchette se met à genoux ; deux jeunes filles chantent un duo du temps, tandis qu'on place la couronne sur la tête de la mariée ; la Comtesse et le Comte la relèvent, la prennent chacun par une main et sortent avec elle, tout le monde les suit.",9
Le peuple animé par les prêtres.,0
Prenant le livre.,10
Vachles paraît au bout du Théâtre.,4
Air : Je ne sais pas écrire.,8
Le théâtre se ferme avez la toile de devant.,10
Puis se tournant de l'autre côté sans que Dorame l'entende.,12
Donnant une lettre à Ribercour.,10
"Air 190 : Aimez, charmante Blonde.",8
À Zoraïde.,12
Elle marmotte ici quelques mots.,3
Il sort suivi du Juge d'Instruction.,5
Daraide baise Ardenie.,6
Arnolphe lui prend la main sans qu'elle le reconnaisse.,6
"Pendant que Mademoiselle de Tervire embrasse avec transport Dursan, sa femme et leur fils.",6
"AIR. Ô reguingué, ô lon lan la.",8
Il fredonne entre ses dents.,3
Levant les yeux au ciel.,0
À Pauline.,12
Un pompier sort.,4
L'aidant à descendre.,6
"Le théâtre représente le champ antique de Zerdoust, où se faisait l'inauguration des rois de la BActriane. Il est entouré de rochers, coupé de prairies, et borné dans le fond par la chaîne de montagnes, qui sépare cette partie de l'Asie, de l'Indostan/",11
À Mannius.,12
Air : Vers le temple de l'hymen.,8
Allant à Lisette.,7
