text,label
"Le théâtre change, et représente une mer agitée.",11
Elle lui frappe sur l'épaule,1
Il donne son chapeau à Ulric.,10
Il continue son inspection.,0
Hylas paraît tenant une Lettre.,4
Le geôlier ouvre la porte du cachot.,0
ENTRÉE DES PAYSANS ET DE PAYSANNES.,8
Le Théâtre représente une salle basse de la maison de madame Beaupré.,11
Aux Coujurés.,12
Air : Tu n'as pas le pouvoir,8
(1) Au besoin un salon ou un cabinet de travail.,11
Lorenzo parait au fond d'une galerie basse.,4
Ironiquement.,3
Nouveau silence.,3
Elle lui passe une chaîne et un bracelet.,10
"Dorothée reste seule ; elle soupire ; elle sanglote, et enfin ouvre les yeux. Quel spectacle affreux pour elle ! Au milieu d'un cachot, enchaînée à un énorme pilier, abandonnée à elle-même ; c'est ici que sa douleur s'exhale dans toute la force de son amertume pour augmenter l'horreur de sa situation.",2
Elles éclatent de rire.,3
Sophie sort.,5
Tirant un papier de sa poche.,0
"Il examine les hardes de la valise, et tire un sac de procès.",0
"Les citoyens de Bellébat ne peuvent vous rendre compte que de leurs divertissements et de leurs fêtes ; ils n'ont ici d'affaires que relies de leurs plaisirs. Bien différents en cela de Monsieur votre frere ainé*, qui ne travaille tous les jours que pour le bonheur des autres. Nous sommes tous devenus ici poètes et musiciens, sans pourtant être devenus bizarres. Nous avons de fondation un grand homme qui excelle en ces deux genres ; c'est le curé de Courdimanche : ce bonhomme a la tête tournée de vers et de musique, et on le prendrait volontiers pour l'aumônier du cocher de Monsieur de Vertamont**. Nous le couronnâmes poète hier en cérémonie dans le château de Bellébat, et nous nous flattons que le bruit de cette fête magnifique excitera partout l'émulation, et ranimera les beaux arts en France.",9
Air : Cet arbre arrivé de Provence.,8
Midi sonne.,0
Elle prend la lettre.,10
La Scène est sur le Théâtre de la Comédie Française.,11
Air : Mais comment ses yeux sont humides.,8
À Hérode.,12
Il rejoint Grivet.,7
"Air : Nanette, dormez-vous ?",8
Il les lit.,0
ApercevantJulienne.,0
Il montre le savetier Simon.,0
Marinette les lui donne.,10
"Reprenant, simplement.",3
"AIR. Où courez-vous, Monsieur l'Abbé.",8
Air : Si des Galants de la Ville.,8
"Et Vende aprés lui, pour reconnaître ses Dieux de tous ses Triomphes, se va immoler à leur Gloire dans un précipice.",9
AIR 107. [C'est à boire qu'il nous faut.],8
À la Fortune.,12
Air : Vaudeville de la soirée orageuse.,8
AIR. Du Cap de bonne espérance.,8
Elle regarde à sa montre.,0
Lui montrant une autre lettre.,0
"Au palais de Versailles. - Une salle d'attente servant de foyer aux acteurs. Toilettes, miroirs. Porte au fond. Une fenêtre donnant sur les jardins. Une porte de côté qui est celle du cabinet de toilette de Molière.",11
TRIO.,8
Feignant de pleurer.,3
Orphise paraît dans le fond du théâtre et dit :,4
En montrant Assur.,0
En montrant Sélimars.,0
Elle ôte le collier.,10
À Marianne.,12
Le choeur répète ces deux derniers vers.,3
À Belton.,12
Elle passe entre Dalbans et Molière.,7
Il ferme mal la porte.,10
AIR. Chacun à son tour.,8
Elle appellera.,3
"À ces mots, Rosalie paraît accablée. Dorval, qui s'en aperçoit, se tourne vers elle, et la regardant d'un air plus doux, il continue :",12
Septième Couplet.,8
Au parterre.,12
Ces vers haut.,3
"Le théâtre représente un bocage et un berceau, avec un banc de gazon : on voit, dans le lointain, des campagnes et des cabanes.",11
À Fany.,12
Air 187 : Sur les bords d'une fontaine.,8
S'adressant au rideau.,12
Toutes deux s'asseyent.,0
Tous pleurent.,3
"Ensuite, il revient vers sa femme, et lui dit, en lui pressant la main :",7
Le choeur des Fées répète ces deux derniers vers.,3
Dubois sort.,5
"Le théâtre représente l'intérieur de l'atelier de Marck ; il est rempli d'outils, bois et instruments nécessaires au charronage. Sur le côté du théâtre, à la gauche du spectateur, est un escalier de bois, au haut duquel est l'entrée de la chambre de Descartes. Sur le côté droit et vis-à-vis, est une porte qui conduit dans une seconde pièce. Au fond du théâtre, est une grande porte ouverte, devant laquelle on aperçoit un jardin : c'est la porte d'entrée.",11
Elle tombe a ses pieds.,0
Don Alonse revient.,7
Elle suit Mathilde et Adrienne.,7
Le Capitan seul.,2
Au duc Gerhard.,12
Se retournant vers l'autre.,12
Il l'appelle.,3
À Valsain.,12
LETTRE.,8
À Stukéli.,12
Elle ouvre les tablettes.,0
On entend de nouveau le son des clairons.,8
Le Bailli lit l'inscription.,0
Apercevant Tancrède.,0
On tire une ferme qui représente une grande porte d'appartement et celles de deux cabinets.,11
Aux Gardes qui conduisent Zoraïde.,12
Il s'enfuit.,7
Marck sort.,5
À Géraste.,12
Le peuple en dehors.,3
Air : De l'Allemande Suisse.,8
Air : Quand sur le golfe du tendre.,8
Air : Nanon dormait.,8
Apercevant Cressé.,0
Il tombe dans un fauteuil.,0
Lui glissant de l'argent dans la main.,10
"Loin que de si violents reproches le contiennent, et que la résistance de Cidalise, qu'il doit croire très-réelle, lui donne d'autres idées, il continue d'employer la violence. Elle lui réussit ; car que fera-t-elle, et quelles sont ses ressources ? Ce n'est pas qu'elle ne lui dise qu'il est un impertinent ; mais quand une fois on a pris sur soi d'en être un, il y aurait assez peu de mérite, et moins encore de sûreté peut-être à cesser d'offenser. Il continue donc d'abuser de la supériorité de ses forces, tout indigne que cela est. Ensuite il la regarde en souriant, et d'un air aussi content que s'il eût fait les plus belles choses du monde, et veut même lui baiser la main. On n'aura pas de peine à croire qu'après ce qu'on a à lui reprocher, cette marque de reconnaissance, toute respectueuse qu'elle est, est assez froidement reçue.",9
RONDE.,8
À Ériphile.,12
À Conille.,12
"Louis rentre, il a entendu la dernière phrase dite par Isabelle.",4
"Il s'occupe à munir son coffre de provisions. Il y met du fromage, des cervelats, du vin etc. jusqu'à un pot de chambre. À peine y-a-t-il mis toutes ces choses, qu'il arrive chez lui des Archers pour le prendre. Il se jette dans la machine en disant :",9
Il sort. À la compagnie,5
Apercevant entrer Élise.,0
En ramassant le portrait que Célie avait laissé tomber.,10
Elle la suit.,5
Il pose sa palette.,10
Géronte entre.,4
"Le théâtre représente une Place publique, ornée d'un arc de triomphe, de statues, et de trophées sur des piédestaux.",11
Orosmane vient.,4
"Elle fouille dans une pile de partitions, placée sur le piano.",0
"AIR. Baise-moi donc, me disait Blaise.",8
Se drapant dans le manteau.,10
"AIR : Tu croyais, en aimant Colette.",8
Menaçant Claudine.,1
À Électre.,12
Elle parle au Geôlier.,12
Il entre dans la Cabane.,5
Il cherche par tout le Théâtre quelque chose pour se tuer.,0
Tirant un poignard.,1
Elle s'éloigne ostensiblement.,7
Polidor s'approche de Dorimène.,7
On entend la voix de Monsieur Desgranges dans la coulisse.,9
Prélude de l'AIR : Un jour le malheureux Lisandre.,8
Il se fait un grand bruit en-dehors.,9
Air : Si les feux de tous les amants.,8
Montrant le bras en écharpe.,0
À Annibal.,12
"Grivet s'assoit à gauche, sur le devant ; derrière lui, se place Laurent. Le fauteuil de Madame Raquin est à droite; Michaud se met derrière elle. Enfin, au fond, au milieu, Camille s'installe dans son fauteuil. - Thérèse ne quitte pas sa table à ouvrage. Suzanne va la rejoindre quand le thé est servi.",0
"Il s'avance vers la petite porte, mais à peine est elle ouverte, qu'un homme bien armé s'y présente, et entre d'un air déterminé.",7
Aparte.,2
"Il murmure, à part lui :",3
À Madame Leblanc.,12
Parlant plus bas.,3
Prenant sa montre.,10
Elle pousse la porte de l'armoire qui se referme.,0
"Il - c'est-à-dire un monsieur qui, au collège de l'Amour, doit être au moins en rhétorique (vétéran) - arrive essoufflé. - Après avoir successivement consulté une horloge publique et sa montre, il murmure, en marchant à grands pas.",4
"Ici il se fait un grand tintamarre de Trompettes et de Tambours, ils tournent derrière le théâtre du côté du Château, et l'on entend que le bruit.",9
Après l'avoir lue,0
AIR. À la façon de Barbaris.,8
Léonse sort.,5
Aux genoux de Rosalie.,0
Il tient les pièces du portrait.,0
"À Crésus, en lui donnant ses clefs.",12
AIR 202 : Gorgones de Persée.,8
Il reçoit un peloton de corde blanche.,10
"Air : Dans nos champs,",8
Aux Soldats.,12
Anselme tirant aussi une épée de sa houlette qu'il présente à Lisis.,1
Air : Voici les Dragons qui viennent.,8
AIR : Du Vaudeville de Tome-Jones.,8
PREMIERE CHANSON.,8
En montrant sa massue.,0
À Dutremblet.,12
Elle lui met les souliers.,10
Air 130 : Je passais tranquillement.,8
À Ouzaby.,12
Air 17 : Menuet d'Hésione.,8
"Air : Réveillez-vous, Belle endormie.",8
"Le Théâtre représente une vue de Rome, on apperçoit le pont Sublicius et une des principales portes. Dans l'intervalle qui sépare la Tibre des murs de la ville est un tombeau élevé à Brutus, Le camp de Porsenna se distingue dans le lointain.",11
À Laforest.,12
Philaminte poursuit.,3
"Le théâtre représente un désert, et une caverne dans l'enfoncement.",11
Un grand tumulte.,9
Air : Je mentirai toute ma vie.,8
"Le théâtre représente une grotte, où les Princesses vont se promener, et dans le temps qu'elles y entrent, huit Statues, portant chacune un flambeau à la main, font une danse variée de plusieurs belles attitudes où elles demeurent par intervalles.",11
AIR : De la Baronne.,8
Ursule sort.,5
À Madame Dortigni.,12
DIVERTISSEMENT,8
"Ici on voit descendre Vénus dans son Palais, dont l'Architecture est composée et ornée de quantité d'Amours qui soutiennent la Corniche. Ils sont de marbre blanc jusqu'au milieu du corps, dont le bas se forme en Fleurons d'or, et se termine en Consoles enrichies d'ornements aussi d'or. Ils portent sur leurs têtes des Paniers de Fleurs, d'où pendent de grands Festons qu'ils retiennent avec leurs mains, en sorte qu'ils retombent entre les feuillages de leurs queues, et font une chute sur la Console. Le piédestal se trouve directement dessous, orné de Panneaux d'azur veiné d'or. De grands Festons de fleurs tombent du milieu des frises, dans lesquelles d'espace en espace sont peints des coeurs percés de flèches, avec des carquois et d'autres ornements. L'Optique représente deux Amours de même symétrie que les autres avec un Berceau soutenu par quatre Amours en forme de Termes qui le supportent. Il est fait de Feuillages et de Jasmins, au milieu desquels on voit une Table de marbre blanc, remplie de Corbeilles de Fleurs, et de Vases. Tandis que Vénus descend dans ce magnifique Palais, On chante les Paroles suivantes.",9
En frappant de sa gaule sur sa jambe par bravade.,1
Il suit Clitandre.,7
Bruit à la porte de la cuisine.,9
Le Choeur répète ces deux derniers vers.,3
Il regarde la bouteille.,0
À tous ceux qui formait le cortège.,12
Elle met la main sur l'autel.,6
Faisant sauter le bouchon de la bouteille.,0
Il fouille en sa poche.,0
Pasquin sort.,5
En s'interrompant.,3
Il approche son chapeau de la manche de sa redingote.,7
Rumeurs.,9
Il sanglote.,3
"À Marton, qui lui fait des révérences.",12
On entend tout-à-coup un grand bruit au fond de la galerie.,9
OEnone rentre.,5
"Le Comte est vêtu de noir, enveloppé dans un manteau, par dessous lequel il cache un bâton. Il porte une grande perruque noire, et un large chapeau, rabattu de manière qu'il lui couvre le visage.",10
Il embrasse Monsieur Mathieu.,6
Se relevant vivement.,0
"Il porte sans y penser un coup dans l'estomac de Phénice, pour montrer comme il fit.",1
On entend une symphonie sombre.,8
"s'entretient secrèttement (craignant d'être reconnu :) Mais voyant qu'on avertit la Reine de l'arrivée d'un Prince inconnu chez elle ; il ne lui donne pas le loisir de le faire chercher, son amour le contraint de se trahir soi-même ;",9
À Oronte et Léandre.,12
Arrangeant les dames.,10
"Le fond du théatre représente l'intérieur d'une cabane de sauvage autour de laquelle sont suspendu des fruits du pays : des arcs, ses flèche, ses casse-tète, des instruments de musiques huronne, groupées ensemble, et grand nombre de dépouille d'ennemis vaincus. Au milieu est un feu allumé élevé sur une grande pierre plate, Azakia est proche de ce feu assise par terre sur des peaux d'animaux, dans le fond sont quelques hommes et quelques femmes du service de la maîtresse de la cabane ; les uns s'occupent à plier des arcs et à durcir des flèches et des massues au feu de quelques réchauds allumés, les autres font des vêtements de peaux.",11
Passant au milieu d'eux.,11
"Le théâtre représente une montagne : et dans le fond une bouche d'Enfer. Arlequin sort de la montagne et s'endort sur un gazon, plusieurs songes agréables voltigent autour de lui et font un ballet ; et un des songes présente ce couplet, sur l'air : « Ici chacun s'engage ».",11
À Castel.,12
Aux spectateurs.,12
AIR. Le gourdin.,8
Voyant Précieuse.,0
Le théâtre représente le temple des mages de Memphis. On voit à droite et à gauche des pyramides et des obélisques : les chapiteaux des colonnes du temple sont chargés des représentations de tous les monstres de l'Égypte.,11
Avec expansion.,3
Air : De mon Berger Volage.,8
Air : Catalinette.,8
Revenant poser la bûche sur la table.,10
À Dorante et Fernand.,12
Air : Comme vla qu'est fait.,8
"Air : Mariés ; mariés, mariés-moi.",8
À Lucile.,12
Elles sortent par le fond.,5
Il regarde le public d'un air irrité et commence sur un ton furieux.,0
Ici on entend une symphonie.,8
Entrée des Paysans.,4
À Vendôme.,12
Sylvie sort brusquement voyant venir Hylas.,5
Montrant Madame La Ressource.,0
À Hésione.,12
"Ils s'asseyent tous, excepté l'Actrice et l'Abbé.",0
Elle recule de quelques pas.,7
Elle lui donne la lettre.,10
Les trois enfants se mettent à table.,0
Tersky se tait.,3
À Octave.,12
On entend une douce symphonie.,8
À Mannius.,12
"Les Cérémonies de son Couronnement se terminent par la congratulation de son Peuple, et des Génies des principales Provinces de son Royaume.",9
Elle parle à Clarigène.,12
Il fait signe à ceux qui sont du Conseil qu'ils se retirent.,5
"Ces filles viennent trouver leurs amants, Scaramouche et Léandre les rebutent, et après plusieurs jeux de théâtre convenables dans cette scène, ils se radoucissent et conviennent de parler au Docteur pour conclure le mariage.",9
Air : De la Croisée.,8
Montrant Androclide.,0
Molière entre par la droite et s'avance gravement et avec beaucoup de dignité vers Montespan qui recule un peu surpris.,4
À Monsieur Seringuet.,12
AIR 114. ( Vaudeville des Fétes du Cours. ),8
CAVATINE.,8
Il montre le pistolet.,1
Il donne la bague.,10
Elle aperçoit Corneille.,0
À Cléonte.,12
À Mantricidus.,12
Au valet.,12
Aux Nouveaux Couplets.,12
Air: tout roule aujourd'hui dans le monde.,8
"À Eliante, d'un ton triste.",12
Ici les Médecins s'en vont.,5
"Le jour commence. Au lever de la toile, mademoiselle de Kerkabon, une guirlande à la main, parcourt différents groupes de villageois et villageoises, occupés, les uns à remplir des corbeilles de fleurs, à faire des bouquets, des guirlandes ; les autres à parer un berceau placé à droite, vers l'avant-scène et sous lequel l'aimable Kerkabon se dispose à célébrer la fête de son amie, ( Mademoiselle de Saint-Yves ); elle observe le lever du soleil, dont les rayons commencent à dorer l'horizon ; elle porte à différentes fois ses regards sur la maison de son amie, qu'elle craint de voir paraître trop tôt, et presse le travail des ouvriers ; elle attache vivement sa guirlande au berceau, dessine quelques pas, en le considérant avec satisfaction, et se place dessous un moment, pour voir si la couronne de fleurs suspendue au sommet tombera bien directement sur la tête de l'objet chéri auquel on la destine. Les villageois profitent de cette occasion, pour offrir à leur jeune maîtresse le tribut de leur reconnaissance. Ils abandonnent un moment leur ouvrage, et se groupent avec empressement, au pied et l'entour du berceau.",9
Judith paraît.,4
"Dans le temps que les deux Africains veulent puiser de l'eau, le Dragon s'élance sur eux, et les entraîne.",9
Barberin sonne.,0
En montrant Léandre.,0
Ces quatre stances sont chantées alternativement par une voix seule et par tout le choeur.,3
Manette va pour prendre les vases.,10
Ces deux vers sont repris en choeur.,3
Il sort avec l'Estoile.,5
Il pleure d'attendrissement.,3
"Le Théâtre représente une plaine fort agréable au bord d'un riant bocage. On voit fumer en perspective dans un prodigieux éloignement, les célèbres forges de Vulcain.",11
"À Isabelle, qui le tire du côté où était Paquette.",12
Elle parle au corps dont les parties se sont rejointes.,12
Le théâtre représente l'appartement de Lisidor.,11
Elle sent une larme chaude tomber sur sa gorge.,3
Phérore paraît avec le Capitaine des gardes.,4
Il prend à gauche une perruque de jeune homme.,10
Il frappe le chapeau trois fois avec son bâton.,1
Une horloge sonne.,0
Il rentre dans le bal.,4
Tremolo.,8
AIR. Partez pour le Potosi.,8
À Totinet.,12
AIR : Plaignez-moi.,8
"Il sort, précédé du député que les soldats emmènent.",5
"On entend un cri étouffé dans le jardin, et des pas précipités.",9
SUR LE MIROIR D'ATALANTE. SONNET.,8
Il lui présente une lettre.,0
Il sort par la porte de droite. L'Etoile et Boisrobert sortent par celle du fond.,5
Mercure veut s'en aller.,7
Air : Le petit mot pour rire.,8
Il boit d'un trait.,0
"À Pasquin, qui lui fait signe de se taire.",12
Montrant Cléante.,0
"On entend dans cet endroit, un bruit de timbales et de trompettes.",8
Il visite la sacoche.,0
L'Amour et la Jeunesse s'en vont avec le Maure.,5
